Ano,Função,Resultado Primário,Empenhado,Liquidado,Pago,,,
2012,02 - Judiciária,0 - Financeira,2.684.140.606,2.652.069.501,2.650.940.159,,,
2012,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,17.511.829.078,17.311.127.024,17.290.305.285,,
2012,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,4.185.204.447,2.821.074.937,2.774.351.146,,
2012,03 - Essencial à Justiça,0 - Financeira,407.569.486,404.750.775,404.744.936,,,
2012,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,2.554.588.547,2.520.021.032,2.519.078.797,,
2012,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,1.057.555.594,716.987.536,707.549.422,,
2012,04 - Administração,0 - Financeira,2.967.125.752,2.848.004.981,2.845.554.277,,,
2012,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,11.961.864.212,11.808.423.722,11.799.994.766,,
2012,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,5.497.296.896,4.066.868.933,3.557.247.558,,
2012,04 - Administração,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.723.145.836,3.251.593,3.245.200,
2012,05 - Defesa Nacional,0 - Financeira,440.256.340,394.001.256,394.001.256,,,
2012,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,20.360.450.226,20.005.644.351,19.982.184.052,,
2012,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,9.520.020.837,5.882.235.134,5.764.267.176,,
2012,05 - Defesa Nacional,3 - Primária discricionária, PAC, considerada no cálculo do RP,6.656.053.851,3.407.866.750,3.360.842.111,
2012,06 - Segurança Pública,0 - Financeira,708.377.889,698.692.630,698.692.630,,,
2012,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,3.686.447.486,3.674.281.351,3.674.251.290,,
2012,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,4.010.211.326,2.269.387.957,2.256.173.824,,
2012,06 - Segurança Pública,3 - Primária discricionária, PAC, considerada no cálculo do RP,242.274.635,77.539.887,77.539.887,
2012,07 - Relações Exteriores,0 - Financeira,107.727.993,107.727.993,107.727.993,,,
2012,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,914.961.872,914.947.688,914.940.371,,
2012,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,1.291.203.714,1.207.879.463,1.207.324.490,,
2012,08 - Assistência Social,0 - Financeira,1.678.667,1.678.667,1.678.667,,,
2012,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,51.419.737.258,51.340.938.386,50.012.673.948,,
2012,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,4.412.003.117,3.510.012.518,3.385.231.284,,
2012,08 - Assistência Social,3 - Primária discricionária, PAC, considerada no cálculo do RP,800.322.494,474.564.860,474.032.160,
2012,09 - Previdência Social,0 - Financeira,779.367.530,779.364.530,779.361.160,,,
2012,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,397.373.495.822,397.144.959.073,382.432.330.465,,
2012,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,1.922.251.776,1.515.714.472,1.467.793.306,,
2012,10 - Saúde,0 - Financeira,1.198.706.181,1.193.374.458,1.193.374.458,,,
2012,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,64.337.451.612,62.120.179.123,61.989.220.882,,
2012,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,12.376.717.598,7.662.227.452,7.567.872.246,,
2012,10 - Saúde,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.004.183.358,641.584.203,629.565.842,
2012,11 - Trabalho,0 - Financeira,213.313.155,213.313.155,213.313.155,,,
2012,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,41.389.616.751,40.924.895.821,40.891.480.119,,
2012,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,899.504.993,415.586.087,398.769.885,,
2012,12 - Educação,0 - Financeira,8.540.777.960,6.618.390.147,6.614.637.941,,,
2012,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,36.807.967.231,34.126.491.874,34.089.324.737,,
2012,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,21.797.376.119,13.633.473.609,13.304.978.753,,
2012,12 - Educação,3 - Primária discricionária, PAC, considerada no cálculo do RP,5.429.387.914,3.223.977.337,3.216.940.361,
2012,13 - Cultura,0 - Financeira,490.226.595,42.536.247,42.536.247,,,
2012,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,299.609.826,298.957.659,298.900.334,,
2012,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,786.821.368,461.893.812,435.025.566,,
2012,13 - Cultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,328.069.737,72.178.425,70.499.684,
2012,14 - Direitos da Cidadania,0 - Financeira,64.036.540,64.036.540,64.005.216,,,
2012,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,274.821.341,274.542.137,274.247.332,,
2012,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,991.324.590,285.938.024,282.959.194,,
2012,15 - Urbanismo,0 - Financeira,3.010.387,3.010.387,3.010.387,,,
2012,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,458.738.396,457.365.138,452.988.538,,
2012,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,1.950.362.662,409.778.921,377.055.700,,
2012,15 - Urbanismo,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.309.592.022,329.372.069,276.350.418,
2012,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,12.772.400,0,0,,
2012,16 - Habitação,3 - Primária discricionária, PAC, considerada no cálculo do RP,552.503.430,133.971.925,133.929.587,
2012,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,6.964.900,0,0,,
2012,17 - Saneamento,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.646.755.347,740.637.863,738.263.530,
2012,18 - Gestão Ambiental,0 - Financeira,508.306.511,148.306.511,148.306.511,,,
2012,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,1.035.226.454,925.680.046,925.174.853,,
2012,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,908.649.328,608.441.899,599.700.778,,
2012,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,3.077.761.578,1.081.930.829,1.064.507.155,
2012,19 - Ciência e Tecnologia,0 - Financeira,1.099.723.672,1.099.723.672,1.099.721.802,,,
2012,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,1.313.969.662,1.306.821.529,1.304.492.065,,
2012,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,5.296.321.479,3.763.160.477,3.329.133.461,,
2012,19 - Ciência e Tecnologia,3 - Primária discricionária, PAC, considerada no cálculo do RP,100.551.789,18.061.667,8.833.234,
2012,20 - Agricultura,0 - Financeira,3.674.920.629,3.044.402.147,3.004.522.588,,,
2012,20 - Agricultura,1 - Primária obrigatória, considerada no cálculo do RP,10.097.114.430,6.315.991.287,6.272.036.206,,
2012,20 - Agricultura,2 - Primária discricionária, considerada no cálculo do RP,2.368.088.130,1.067.223.504,863.650.308,,
2012,20 - Agricultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,333.938.812,85.143.610,82.540.517,
2012,21 - Organização Agrária,0 - Financeira,1.118.915.802,325.288.470,313.878.820,,,
2012,21 - Organização Agrária,1 - Primária obrigatória, considerada no cálculo do RP,1.076.623.588,857.334.901,857.292.616,,
2012,21 - Organização Agrária,2 - Primária discricionária, considerada no cálculo do RP,2.382.448.574,764.685.679,740.725.578,,
2012,21 - Organização Agrária,3 - Primária discricionária, PAC, considerada no cálculo do RP,1.258.252.792,0,0,
2012,22 - Indústria,0 - Financeira,90.423.883,90.423.883,90.423.883,,,
2012,22 - Indústria,1 - Primária obrigatória, considerada no cálculo do RP,791.830.031,782.662.020,772.392.396,,
2012,22 - Indústria,2 - Primária discricionária, considerada no cálculo do RP,1.131.644.577,965.559.134,957.956.454,,
2012,22 - Indústria,3 - Primária discricionária, PAC, considerada no cálculo do RP,160.870.885,73.033.668,63.874.845,
2012,23 - Comércio e Serviços,0 - Financeira,1.635.435.151,693.109.961,693.109.961,,,
2012,23 - Comércio e Serviços,1 - Primária obrigatória, considerada no cálculo do RP,1.076.684.207,356.045.088,356.045.088,,
2012,23 - Comércio e Serviços,2 - Primária discricionária, considerada no cálculo do RP,1.249.113.218,283.920.344,282.485.894,,
2012,24 - Comunicações,0 - Financeira,247.191.948,247.191.948,247.191.948,,,
2012,24 - Comunicações,1 - Primária obrigatória, considerada no cálculo do RP,306.199.516,304.943.560,304.846.672,,
2012,24 - Comunicações,2 - Primária discricionária, considerada no cálculo do RP,542.937.808,214.735.516,176.298.051,,
2012,25 - Energia,0 - Financeira,43.366.989,43.366.989,43.366.989,,,
2012,25 - Energia,1 - Primária obrigatória, considerada no cálculo do RP,368.331.042,364.987.583,361.471.721,,
2012,25 - Energia,2 - Primária discricionária, considerada no cálculo do RP,339.066.086,273.014.545,258.044.298,,
2012,25 - Energia,3 - Primária discricionária, PAC, considerada no cálculo do RP,45.074.123,4.830.026,2.597.017,
2012,26 - Transporte,0 - Financeira,4.848.686.926,4.848.213.287,4.841.639.079,,,
2012,26 - Transporte,1 - Primária obrigatória, considerada no cálculo do RP,1.144.229.467,1.128.252.902,1.127.822.541,,
2012,26 - Transporte,2 - Primária discricionária, considerada no cálculo do RP,1.515.050.089,765.845.930,716.073.619,,
2012,26 - Transporte,3 - Primária discricionária, PAC, considerada no cálculo do RP,14.905.977.333,5.378.610.012,5.334.322.877,
2012,27 - Desporto e Lazer,0 - Financeira,1.794.339,1.794.339,1.794.339,,,
2012,27 - Desporto e Lazer,1 - Primária obrigatória, considerada no cálculo do RP,97.438.030,97.387.547,97.387.547,,
2012,27 - Desporto e Lazer,2 - Primária discricionária, considerada no cálculo do RP,1.158.121.268,278.047.339,267.569.072,,
2012,28 - Encargos Especiais,0 - Financeira,782.904.772.776,776.543.594.434,776.463.984.925,,,
2012,28 - Encargos Especiais,1 - Primária obrigatória, considerada no cálculo do RP,208.816.940.666,193.764.934.251,193.526.462.278,,
2012,28 - Encargos Especiais,2 - Primária discricionária, considerada no cálculo do RP,1.985.563.266,1.073.760.376,1.073.592.288,,
2012,28 - Encargos Especiais,3 - Primária discricionária, PAC, considerada no cálculo do RP,11.316.000.000,2.474.118.304,2.474.118.304,
2013,01 - Legislativa,0 - Financeira,550.070.918,544.100.580,544.100.580,,,
2013,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,4.857.418.721,4.775.528.818,4.774.456.581,,
2013,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,1.172.319.635,848.568.716,821.167.127,,
2013,02 - Judiciária,0 - Financeira,2.926.163.211,2.892.247.859,2.885.258.089,,,
2013,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,18.584.541.205,18.298.539.419,18.262.629.884,,
2013,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,4.230.125.842,2.875.316.481,2.835.243.558,,
2013,03 - Essencial à Justiça,0 - Financeira,462.796.655,461.380.795,461.380.795,,,
2013,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,2.915.205.053,2.890.539.296,2.888.518.211,,
2013,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,1.269.711.447,877.219.430,862.840.443,,
2013,04 - Administração,0 - Financeira,2.508.635.571,2.416.374.415,2.271.244.149,,,
2013,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,13.248.579.131,13.207.092.047,13.109.852.737,,
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,6.199.616.512,4.280.542.976,4.006.522.293,,
2013,04 - Administração,3 - Primária discricionária, PAC, considerada no cálculo do RP,9.112.031,4.852.287,4.794.779,
2013,05 - Defesa Nacional,0 - Financeira,495.556.832,421.856.832,421.856.832,,,
2013,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,22.756.621.746,22.128.035.018,22.086.548.642,,
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,10.062.510.222,6.118.879.284,5.960.911.201,,
2013,05 - Defesa Nacional,3 - Primária discricionária, PAC, considerada no cálculo do RP,4.481.768.755,2.915.562.650,2.468.675.106,
2013,06 - Segurança Pública,0 - Financeira,752.787.580,718.866.002,718.866.002,,,
2013,06 - Segurança Pública,1 - Primária obrigatória, considerada no cálculo do RP,4.027.200.350,3.994.315.366,3.990.493.594,,
2013,06 - Segurança Pública,2 - Primária discricionária, considerada no cálculo do RP,4.328.790.346,2.523.331.557,2.449.898.009,,
2013,07 - Relações Exteriores,0 - Financeira,113.599.565,113.599.565,113.599.565,,,
2013,07 - Relações Exteriores,1 - Primária obrigatória, considerada no cálculo do RP,1.036.979.471,1.036.979.471,1.036.934.130,,
2013,07 - Relações Exteriores,2 - Primária discricionária, considerada no cálculo do RP,1.107.250.748,1.072.558.993,1.072.255.346,,
2013,08 - Assistência Social,0 - Financeira,2.503.296,2.330.443,1.999.995,,,
2013,08 - Assistência Social,1 - Primária obrigatória, considerada no cálculo do RP,58.465.983.561,58.218.177.172,56.684.403.517,,
2013,08 - Assistência Social,2 - Primária discricionária, considerada no cálculo do RP,5.361.285.990,4.008.933.294,3.992.147.888,,
2013,08 - Assistência Social,3 - Primária discricionária, PAC, considerada no cálculo do RP,816.800.400,60.941.916,60.941.916,
2013,09 - Previdência Social,0 - Financeira,835.932.814,835.932.814,835.873.899,,,
2013,09 - Previdência Social,1 - Primária obrigatória, considerada no cálculo do RP,443.634.696.251,442.136.671.966,427.555.914.456,,
2013,09 - Previdência Social,2 - Primária discricionária, considerada no cálculo do RP,1.664.116.967,1.481.132.251,1.395.488.582,,
2013,10 - Saúde,0 - Financeira,1.265.170.085,1.257.355.911,1.247.756.765,,,
2013,10 - Saúde,1 - Primária obrigatória, considerada no cálculo do RP,68.418.315.252,65.871.174.369,65.346.132.644,,
2013,10 - Saúde,2 - Primária discricionária, considerada no cálculo do RP,13.389.425.422,9.432.716.858,9.272.716.132,,
2013,10 - Saúde,3 - Primária discricionária, PAC, considerada no cálculo do RP,2.231.432.456,721.028.579,696.483.019,
2013,11 - Trabalho,0 - Financeira,17.127.861.023,17.127.861.023,17.127.858.614,,,
2013,11 - Trabalho,1 - Primária obrigatória, considerada no cálculo do RP,48.238.476.920,46.932.766.020,46.365.646.126,,
2013,11 - Trabalho,2 - Primária discricionária, considerada no cálculo do RP,784.050.261,397.461.282,373.715.887,,
2013,12 - Educação,0 - Financeira,11.219.213.669,10.286.416.487,9.515.713.267,,,
2013,12 - Educação,1 - Primária obrigatória, considerada no cálculo do RP,41.202.723.875,38.768.417.649,38.665.708.588,,
2013,12 - Educação,2 - Primária discricionária, considerada no cálculo do RP,24.560.677.098,17.725.283.458,17.193.570.417,,
2013,12 - Educação,3 - Primária discricionária, PAC, considerada no cálculo do RP,5.269.223.743,1.580.981.342,515.222.450,
2013,13 - Cultura,0 - Financeira,706.005.051,45.993.617,45.990.962,,,
2013,13 - Cultura,1 - Primária obrigatória, considerada no cálculo do RP,321.699.869,320.766.232,320.366.882,,
2013,13 - Cultura,2 - Primária discricionária, considerada no cálculo do RP,883.289.043,439.343.548,414.090.964,,
2013,13 - Cultura,3 - Primária discricionária, PAC, considerada no cálculo do RP,497.472.026,90.227.889,89.403.390,
2013,14 - Direitos da Cidadania,0 - Financeira,66.529.308,66.529.308,66.495.039,,,
2013,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,297.573.258,296.729.359,295.516.362,,
2013,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,1.081.498.855,325.056.475,320.136.463,,
2013,14 - Direitos da Cidadania,3 - Primária discricionária, PAC, considerada no cálculo do RP,86.964.951,16.051.749,16.051.749,
