Ano,Função,Resultado Primário,Subfunção,Empenhado,Liquidado,Pago
Total,,,,48.398.382.871.544,46.347.292.672.715,45.611.023.315.136
2007,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,6.181.693,6.181.693,6.181.693
2007,14 - Direitos da Cidadania,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,2.684.583,2.684.583,2.684.583
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,20.570,0,0
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,184.204.102,149.716.011,147.039.005
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,7.475.205,5.765.951,5.613.015
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,1.665.839,1.665.839,1.665.839
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,25.018.131,19.476.726,18.884.683
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,5.091.436,4.765.776,4.765.776
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,241 - Assistência ao Idoso,4.229.181,3.410.762,3.410.762
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,242 - Assistência ao Portador de Deficiência,394.999,394.999,394.999
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,243 - Assistência à Criança e ao Adolescente,61.980.609,43.006.325,37.276.845
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,244 - Assistência Comunitária,5.995.590,5.203.530,5.202.891
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,6.460.781,6.312.609,6.312.609
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,150.000,150.000,150.000
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,451.608,451.608,451.608
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,66.161.340,52.090.009,48.200.674
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,392 - Difusão Cultural,1.808.375,1.072.017,1.045.413
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,421 - Custódia e Reintegração Social,191.995.151,35.358.920,35.113.932
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,68.324.561,50.457.173,49.775.788
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,423 - Assistência aos Povos Indígenas,61.112.612,43.622.253,41.515.638
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,1.069.196,882.644,858.914
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,339.484,321.085,319.586
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,200.000,200.000,200.000
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,845 - Outras Transferências,937.115,937.115,937.115
2007,14 - Direitos da Cidadania,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,54.000.000,39.229.059,39.229.059
2007,15 - Urbanismo,0 - Financeira,122 - Administração Geral,1.126.154,1.126.154,1.044.209
2007,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,19.503.257,19.158.363,19.158.363
2007,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,273 - Previdência Complementar,4.641.442,4.641.440,4.404.102
2007,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,21.920.379,21.248.747,20.729.778
2007,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,2.614.461,2.368.149,2.345.956
2007,15 - Urbanismo,1 - Primária obrigatória, considerada no cálculo do RP,453 - Transportes Coletivos Urbanos,203.485.371,202.703.257,202.142.312
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,8.595.880,4.533.786,4.533.786
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,54.614.773,42.392.155,42.107.972
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,500.000,500.000,500.000
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,71.512.108,70.947.208,70.947.208
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,2.359.977,2.139.498,2.131.106
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,2.404.963,1.957.672,1.874.549
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,10.029.109,9.125.931,8.947.755
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,897.605,897.605,897.605
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,2.996.952.937,102.191.930,101.462.747
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,452 - Serviços Urbanos,162.704.631,93.904.418,93.904.418
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,453 - Transportes Coletivos Urbanos,482.906.627,178.636.824,166.379.687
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,482 - Habitação Urbana,8.830.900,4.140.220,4.140.220
2007,15 - Urbanismo,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,11.350.000,500.970,500.970
2007,15 - Urbanismo,3 - Primária discricionária, PAC, considerada no cálculo do RP,121 - Planejamento e Orçamento,10.500.000,0,0
2007,15 - Urbanismo,3 - Primária discricionária, PAC, considerada no cálculo do RP,453 - Transportes Coletivos Urbanos,352.344.229,129.738.710,20.731.863
2007,16 - Habitação,1 - Primária obrigatória, considerada no cálculo do RP,846 - Outros Encargos Especiais,296.674.000,0,0
2007,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,22.432.319,25.000,25.000
2007,16 - Habitação,2 - Primária discricionária, considerada no cálculo do RP,482 - Habitação Urbana,71.296.133,227.920,227.849
2007,16 - Habitação,3 - Primária discricionária, PAC, considerada no cálculo do RP,451 - Infra-Estrutura Urbana,127.402.600,100.000,0
2007,16 - Habitação,3 - Primária discricionária, PAC, considerada no cálculo do RP,482 - Habitação Urbana,82.400.989,29.446,0
2007,17 - Saneamento,2 - Primária discricionária, considerada no cálculo do RP,512 - Saneamento Básico Urbano,1.505.527.204,39.676.451,39.189.548
2007,17 - Saneamento,3 - Primária discricionária, PAC, considerada no cálculo do RP,512 - Saneamento Básico Urbano,49.612.507,80.705,1.265
2007,18 - Gestão Ambiental,0 - Financeira,122 - Administração Geral,90.588.996,90.588.996,90.588.996
2007,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,499.963.144,499.204.993,499.204.993
2007,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,13.275.562,13.135.481,13.135.481
2007,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,1.661.417,1.656.082,1.656.082
2007,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,544 - Recursos Hídricos,26.497.548,18.992.516,18.992.516
2007,18 - Gestão Ambiental,1 - Primária obrigatória, considerada no cálculo do RP,846 - Outros Encargos Especiais,800.000,108.726,108.726
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,7.029.597,6.570.013,6.570.013
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,250.823.798,221.969.034,221.946.326
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,33.762.657,30.966.965,30.965.245
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,6.153.786,4.573.714,4.545.544
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,127 - Ordenamento Territorial,712.727,643.547,643.499
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,21.471.852,16.149.765,16.062.480
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,900.175,900.175,900.175
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,2.559.344,2.559.344,2.559.344
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,301 - Atenção Básica,12.523.038,12.352.011,12.352.011
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,305 - Vigilância Epidemiológica,624.240,624.240,624.240
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,334 - Fomento ao Trabalho,232.401,0,0
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,1.049.856,1.049.099,1.049.099
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,100.000,0,0
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,511 - Saneamento Básico Rural,2.172.247,516.491,516.390
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,512 - Saneamento Básico Urbano,905.026,686.191,686.191
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,541 - Preservação e Conservação Ambiental,121.817.106,84.558.937,84.355.015
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,542 - Controle Ambiental,57.078.230,46.867.004,46.858.604
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,543 - Recuperação de Áreas Degradadas,6.278.917,1.022.938,1.022.938
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,544 - Recursos Hídricos,748.192.908,217.640.593,143.010.936
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,1.345.302,1.092.767,1.092.767
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,2.574.719,2.468.785,2.468.785
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,601 - Promoção da Produção Vegetal,3.745.727,540.736,540.736
2007,18 - Gestão Ambiental,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,138.733,48.998,47.140
2007,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,512 - Saneamento Básico Urbano,408.713.415,4.500.332,2.221.282
2007,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,543 - Recuperação de Áreas Degradadas,97.365.320,3.750.000,3.750.000
2007,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,544 - Recursos Hídricos,800.327.549,84.215.132,138.533.891
2007,18 - Gestão Ambiental,3 - Primária discricionária, PAC, considerada no cálculo do RP,784 - Transporte Hidroviário,26.992.525,3.863.941,3.863.084
2007,19 - Ciência e Tecnologia,0 - Financeira,122 - Administração Geral,93.954.382,93.954.382,90.893.243
2007,19 - Ciência e Tecnologia,0 - Financeira,846 - Outros Encargos Especiais,38.000.000,38.000.000,38.000.000
2007,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,601.643.574,601.643.574,601.397.674
2007,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,273 - Previdência Complementar,7.095.824,7.095.824,7.094.619
2007,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,17.055.118,15.626.158,15.261.143
2007,19 - Ciência e Tecnologia,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,13.336.454,12.713.030,11.532.881
2007,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,6.109.859,5.772.148,5.772.148
2007,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,202.130.263,172.086.461,164.667.813
2007,19 - Ciência e Tecnologia,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,5.207.515,3.688.575,3.400.992
